"key","discussion_id","worker_id","agreement","agreement_unsure","attack","attack_unsure","fact-feeling","fact-feeling_unsure","nicenasty","nicenasty_unsure","sarcasm"
"(1314, 0)",5352,"A3P7PPQA3EU1H3",-2,False,-3,False,-3,False,-2,False,"Yes"
"(450, 3)",10343,"AA7LA8WQNABDT",-5,False,-5,False,-5,False,-5,False,"Yes"
"(450, 3)",10343,"AMID7O126S33V",-3,False,-2,False,3,False,-2,False,"No"
"(450, 3)",10343,"A2MWAXV1YRK5GH",-5,False,-1,False,-2,False,-1,False,"Yes"
"(450, 3)",10343,"A14NJ0E25UM25Q",-2,False,-1,False,-1,False,-1,False,"No"
"(450, 3)",10343,"A20HS06RD1TVTX",-2,False,-3,False,0,False,-2,False,"Yes"
"(697, 2)",5205,"A32LCM1ZARQLOG",-2,False,2,False,-2,False,3,False,"No"
"(697, 2)",5205,"A3P7PPQA3EU1H3",1,False,1,False,-1,False,1,False,"No"
"(697, 2)",5205,"A14NJ0E25UM25Q",-1,False,-1,False,-1,False,-1,False,"No"
"(697, 2)",5205,"A3QU3KM3IYWHIF",-5,False,-2,False,-4,False,-1,False,"No"
"(697, 2)",5205,"A2Q3ZPCNE2EOAO",-5,False,-3,False,-3,False,-2,False,"No"
"(811, 6)",9510,"AIY8WQZDKMD5C",-4,False,-3,False,-4,False,-3,False,"Yes"
"(811, 6)",9510,"ACJES3V0DVUGY",-3,False,-1,False,-5,False,-1,False,"Unsure"
"(811, 6)",9510,"A1AI8MC07M7UBZ",4,False,2,False,2,False,1,False,"Yes"
"(811, 6)",9510,"AC8BGOG45QWA2",0,True,0,True,0,True,0,True,"No"
"(811, 6)",9510,"AMID7O126S33V",0,True,0,True,0,True,0,False,"No"
"(9, 0)",9449,"A5379LUINT3PC",3,False,5,False,4,False,4,False,"No"
"(9, 0)",9449,"AMID7O126S33V",-1,False,2,False,3,False,2,False,"No"
"(9, 0)",9449,"A2QIK492LRTEUZ",4,False,5,False,5,False,5,False,"No"
"(9, 0)",9449,"A3F0OII70LQX09",-3,False,0,False,2,False,0,False,"No"
"(9, 0)",9449,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1367, 5)",4808,"A31O7P7Z650N7B",-5,False,-4,False,-5,False,-4,False,"No"
"(1367, 5)",4808,"A1RF70DSVAZVI6",-4,False,-1,False,-2,False,-2,False,"Yes"
"(1367, 5)",4808,"A1PDWH50JFF6ZN",-5,False,-3,False,-2,False,-2,False,"No"
"(1367, 5)",4808,"A1V2JY1MJ4P6CF",-3,False,-2,False,2,False,3,False,"No"
"(1136, 1)",4129,"A3S0NNL81WJSEH",-4,False,-4,False,-4,False,-4,False,"Yes"
"(1136, 1)",4129,"A2VWJTNC4OKNI7",-2,False,-1,False,1,False,2,False,"No"
"(1136, 1)",4129,"AMID7O126S33V",-1,False,-2,False,-3,False,-1,False,"Yes"
"(1136, 1)",4129,"A3C9A382KUWMS0",-1,False,5,False,-5,False,5,False,"No"
"(1136, 1)",4129,"A3P7PPQA3EU1H3",1,False,2,False,1,False,1,False,"No"
"(1136, 1)",4129,"A6QG9LM5WL0AQ",-5,False,-1,False,2,False,-1,False,"Yes"
"(848, 1)",5352,"A17Q2CTSOVDMOS",-3,False,-3,False,-3,False,-3,False,"Unsure"
"(848, 1)",5352,"A2VTDOJE2XP8TK",-2,False,2,False,3,False,3,False,"No"
"(848, 1)",5352,"A4KLC0Y9IN7IQ",-2,False,-2,False,-2,False,-2,False,"Yes"
"(1392, 0)",4337,"A3DSRQ5CBK6G3U",0,True,0,False,0,False,0,False,"Unsure"
"(1392, 0)",4337,"AMID7O126S33V",-2,False,-4,False,-3,False,-1,False,"No"
"(1392, 0)",4337,"A1B2KIB7DPC2PR",1,False,2,False,2,False,1,False,"Unsure"
"(1392, 0)",4337,"A3R5CALO6EH0ZR",-4,False,5,False,1,False,5,False,"No"
"(1392, 0)",4337,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1111, 0)",12041,"A2P8XDALGST5YT",2,False,4,False,3,False,2,False,"No"
"(1111, 0)",12041,"A31RKV21MUC3R0",-2,False,2,False,3,False,3,False,"No"
"(1111, 0)",12041,"AFC23NDG41MI5",-2,False,-1,False,3,False,2,False,"No"
"(1111, 0)",12041,"AWCCY9UU171TO",0,False,3,False,2,False,3,False,"No"
"(1111, 0)",12041,"A1V2JY1MJ4P6CF",-2,False,3,False,-2,False,3,False,"No"
"(247, 1)",4240,"A1BADZXRMPSPDC",-3,False,1,False,-5,False,1,False,"No"
"(247, 1)",4240,"A2HUVJPLKGUKFQ",0,False,1,False,0,False,4,False,"No"
"(247, 1)",4240,"A30KO1ZDD4E02J",1,False,-5,False,-3,False,-4,False,"No"
"(247, 1)",4240,"A6Y7BLDK90Q19",-5,False,-4,False,-2,False,-1,False,"No"
"(247, 1)",4240,"A3DSRQ5CBK6G3U",-1,False,0,True,-1,True,2,False,"Yes"
"(247, 1)",4240,"A2HUSOVMMRJNNX",-4,False,-3,False,-4,False,-3,False,"No"
"(1333, 6)",3716,"A3L6PFU6DOR8AY",4,False,0,False,1,False,0,True,"Unsure"
"(1333, 6)",3716,"A3C9A382KUWMS0",-5,False,5,False,-5,False,5,False,"No"
"(1333, 6)",3716,"A3R5CALO6EH0ZR",-5,False,5,False,4,False,5,False,"No"
"(1333, 6)",3716,"AMID7O126S33V",-1,False,1,False,1,False,0,False,"No"
"(1333, 6)",3716,"A3P7PPQA3EU1H3",1,False,0,False,-1,False,1,False,"No"
"(160, 3)",9978,"A1U00BDONXG17C",-5,False,5,False,5,False,5,False,"No"
"(160, 3)",9978,"AMID7O126S33V",-4,False,1,False,4,False,0,False,"No"
"(160, 3)",9978,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(160, 3)",9978,"A37XVHGR4ZSTSM",-5,False,3,False,3,False,3,False,"No"
"(160, 3)",9978,"A36JZTUKQVV5S5",-5,False,3,False,-3,False,3,False,"No"
"(1278, 3)",228,"A2O9ZPGNNBSH00",2,False,3,False,0,False,2,False,"Unsure"
"(1278, 3)",228,"A1RF70DSVAZVI6",-5,False,1,False,-5,False,1,False,"Yes"
"(1278, 3)",228,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1278, 3)",228,"AMID7O126S33V",2,False,0,True,0,True,0,False,"No"
"(1278, 3)",228,"A1B2KIB7DPC2PR",3,False,-2,False,2,False,2,False,"No"
"(1278, 3)",228,"A3P7PPQA3EU1H3",-2,False,1,False,2,False,-1,False,"No"
"(592, 6)",9444,"A2HUVJPLKGUKFQ",5,False,1,False,1,False,3,False,"Unsure"
"(592, 6)",9444,"A1UDQV4PUFYPKN",-1,False,-1,False,-1,False,-1,False,"No"
"(592, 6)",9444,"A3FM3KWYVBBZ15",-3,False,2,False,-1,False,0,True,"No"
"(592, 6)",9444,"AWGLY2Q18H4V4",-4,False,0,False,4,False,2,False,"No"
"(592, 6)",9444,"A18JQFU6QCTI6G",-3,False,-2,False,-2,False,0,False,"Unsure"
"(645, 4)",11518,"AIY8WQZDKMD5C",-2,False,-2,False,-2,False,-2,False,"No"
"(645, 4)",11518,"A1UDQV4PUFYPKN",-2,False,-1,False,-2,False,-1,False,"No"
"(645, 4)",11518,"ACJES3V0DVUGY",-5,False,-5,False,-4,False,-5,False,"Yes"
"(645, 4)",11518,"AMID7O126S33V",-1,False,-2,False,-2,False,-1,False,"No"
"(645, 4)",11518,"ACPUTK2MNMYHB",-3,False,-4,False,-2,False,-4,False,"No"
"(830, 0)",10228,"A2FZM7ZDCLPMCF",1,False,0,False,1,False,0,False,"No"
"(830, 0)",10228,"ACJES3V0DVUGY",-4,False,-2,False,-1,False,-2,False,"No"
"(830, 0)",10228,"A1AI8MC07M7UBZ",1,False,1,False,1,False,0,False,"No"
"(830, 0)",10228,"AMID7O126S33V",-1,False,2,False,3,False,0,True,"No"
"(830, 0)",10228,"A6QG9LM5WL0AQ",-3,False,-1,False,2,False,-2,False,"No"
"(1077, 1)",3467,"AIY8WQZDKMD5C",-4,False,-4,False,-4,False,-3,False,"No"
"(1077, 1)",3467,"ADN76VWLV3O5S",-5,False,-3,False,0,False,-2,False,"No"
"(1077, 1)",3467,"A1ED0UM8C63QX5",-2,False,-1,False,-2,False,-1,False,"Yes"
"(1077, 1)",3467,"ACJES3V0DVUGY",-5,False,-5,False,-5,False,-5,False,"No"
"(1077, 1)",3467,"AMID7O126S33V",-5,False,-5,False,-3,False,-5,False,"No"
"(1077, 1)",3467,"A3C9A382KUWMS0",-5,False,-3,False,-5,False,-3,False,"No"
"(213, 2)",3859,"A1BG4Z8AANP95N",1,False,3,False,4,False,4,False,"No"
"(213, 2)",3859,"A3R5CALO6EH0ZR",5,False,5,False,4,False,5,False,"No"
"(213, 2)",3859,"AMID7O126S33V",-1,False,0,True,1,False,0,True,"No"
"(213, 2)",3859,"A3P7PPQA3EU1H3",-1,False,-1,False,0,False,0,False,"No"
"(213, 2)",3859,"A3F0OII70LQX09",3,False,1,False,-2,False,2,False,"No"
"(213, 2)",3859,"A2Z2CVOBYA74B0",-5,True,5,False,5,False,5,False,"No"
"(142, 6)",12430,"A14NJ0E25UM25Q",-4,False,-1,False,2,False,-1,False,"No"
"(142, 6)",12430,"A32LCM1ZARQLOG",0,True,0,True,0,True,1,False,"No"
"(142, 6)",12430,"A14NJ0E25UM25Q",-1,False,-1,False,-1,False,-1,False,"No"
"(142, 6)",12430,"A2Q3ZPCNE2EOAO",0,True,-3,False,-4,False,-3,False,"Yes"
"(142, 6)",12430,"A6Y7BLDK90Q19",-1,False,1,False,0,False,2,False,"No"
"(574, 5)",5769,"A2WNW8A4MOR7T7",-1,False,-1,False,2,False,-1,False,"No"
"(574, 5)",5769,"A2Q3ZPCNE2EOAO",-4,False,-1,False,-3,False,-1,False,"No"
"(574, 5)",5769,"A209T4ZL3NKV8H",-5,False,1,False,-4,False,5,False,"No"
"(574, 5)",5769,"A36CP7G5OZY030",5,False,5,False,5,False,5,False,"No"
"(574, 5)",5769,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1114, 6)",3570,"A1B2KIB7DPC2PR",-4,False,2,False,-2,False,-2,False,"No"
"(1114, 6)",3570,"A1R4UI08RDSGD2",0,True,2,False,-3,False,0,True,"No"
"(1114, 6)",3570,"AP1HCIYDB0OTX",1,False,1,False,-2,False,1,False,"No"
"(1114, 6)",3570,"A7ZOVHE48L7RS",0,False,2,False,-2,False,-2,False,"Unsure"
"(1114, 6)",3570,"A1RF70DSVAZVI6",-1,False,3,False,-2,False,0,False,"Yes"
"(1114, 6)",3570,"A2QTARMOEUQMF1",0,False,2,False,-1,False,1,False,"No"
"(1114, 6)",3570,"A1BS484S0O76YT",-1,False,1,False,1,False,1,False,"No"
"(364, 1)",12573,"A3L6PFU6DOR8AY",4,False,5,False,-4,False,4,False,"No"
"(364, 1)",12573,"A3R5CALO6EH0ZR",-3,False,5,False,5,False,5,False,"No"
"(364, 1)",12573,"AVYY8CDS850WU",2,False,-1,False,1,False,-1,False,"Yes"
"(364, 1)",12573,"A14NJ0E25UM25Q",-1,False,-1,False,-1,False,-1,False,"No"
"(364, 1)",12573,"A2M5JYZODXCQ0W",-1,False,-3,False,1,False,-3,False,"Yes"
"(611, 0)",4337,"AFDLE79DCTIPP",0,True,0,True,0,True,0,True,"Unsure"
"(611, 0)",4337,"A3R5CALO6EH0ZR",-1,False,5,False,3,False,5,False,"No"
"(611, 0)",4337,"AMID7O126S33V",-2,False,1,False,4,False,0,False,"No"
"(611, 0)",4337,"A37XVHGR4ZSTSM",1,False,4,False,2,False,4,False,"No"
"(611, 0)",4337,"A2VC5HZF0SQUWP",-5,False,-4,False,4,False,-5,False,"Yes"
"(611, 0)",4337,"A2Z2CVOBYA74B0",-5,False,-5,False,0,False,-5,False,"Yes"
"(1018, 2)",6070,"A2O9ZPGNNBSH00",-3,False,-3,False,0,False,-2,False,"Yes"
"(1018, 2)",6070,"AMID7O126S33V",-2,False,-1,False,-2,False,-1,False,"No"
"(1018, 2)",6070,"A3R5CALO6EH0ZR",-4,False,5,False,3,False,5,False,"Unsure"
"(1018, 2)",6070,"A2PE5UDQ5WG2R0",-2,False,1,False,1,False,4,False,"Yes"
"(1018, 2)",6070,"A1ZN2AOE60MC2A",-3,False,2,False,3,False,1,False,"No"
"(947, 2)",11445,"A1B2KIB7DPC2PR",-4,False,3,False,3,False,2,False,"Unsure"
"(947, 2)",11445,"AKJ22H1NTVIQX",-2,False,-1,False,0,True,2,False,"Yes"
"(947, 2)",11445,"AP1HCIYDB0OTX",-1,False,-2,False,-1,False,-1,False,"No"
"(947, 2)",11445,"A31RKV21MUC3R0",-2,False,0,False,2,False,2,False,"No"
"(947, 2)",11445,"A2VTDOJE2XP8TK",-2,False,2,False,3,False,2,False,"No"
"(1265, 3)",14243,"A2Q3ZPCNE2EOAO",1,False,4,False,1,False,-1,False,"No"
"(1265, 3)",14243,"AM7FYVGVOEP66",0,True,-1,False,-3,False,-1,False,"Unsure"
"(1265, 3)",14243,"A17IWKV4G3N25X",-5,False,0,False,-5,False,0,False,"Yes"
"(1265, 3)",14243,"A37XVHGR4ZSTSM",0,True,0,True,0,True,0,True,"Unsure"
"(1265, 3)",14243,"A209T4ZL3NKV8H",0,True,0,True,0,True,0,True,"Unsure"
"(1265, 3)",14243,"AMID7O126S33V",-2,False,-4,False,-3,False,-3,False,"No"
"(1194, 1)",14298,"A1HKSBZ5O41LZ3",-1,False,-3,False,-4,False,1,False,"No"
"(1194, 1)",14298,"A37XVHGR4ZSTSM",-4,False,-1,False,-4,False,-3,False,"Yes"
"(1194, 1)",14298,"AFC23NDG41MI5",-2,False,1,False,-3,False,2,False,"No"
"(1194, 1)",14298,"A1V2JY1MJ4P6CF",3,False,1,False,2,False,-2,False,"Unsure"
"(330, 0)",9980,"A2JOQX1C7BNKXC",2,False,1,False,1,False,1,False,"No"
"(330, 0)",9980,"A3C9A382KUWMS0",-5,False,-1,False,0,False,-1,False,"No"
"(330, 0)",9980,"AMID7O126S33V",-3,False,-5,False,-3,False,-3,False,"No"
"(330, 0)",9980,"A36CP7G5OZY030",-5,False,0,False,5,False,0,False,"No"
"(330, 0)",9980,"A3R5CALO6EH0ZR",-5,False,5,False,3,False,5,False,"No"
"(330, 0)",9980,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(259, 4)",6110,"A1BADZXRMPSPDC",4,False,3,False,-5,False,3,False,"No"
"(259, 4)",6110,"A1W9DSXT3DIYHJ",-5,False,-5,False,-5,False,-1,False,"Yes"
"(259, 4)",6110,"AQER7S3AS8X95",-1,False,0,True,-2,False,0,True,"Unsure"
"(259, 4)",6110,"A3C9A382KUWMS0",-5,False,-1,False,-5,False,-1,False,"No"
"(259, 4)",6110,"A36CP7G5OZY030",5,False,5,False,5,False,5,False,"No"
"(259, 4)",6110,"AMID7O126S33V",-5,False,-5,False,-4,False,-4,False,"No"
"(577, 1)",14115,"A1YSI91VD3B3G7",5,False,0,False,-5,False,5,False,"No"
"(577, 1)",14115,"A1BG4Z8AANP95N",3,False,4,False,4,False,5,False,"No"
"(577, 1)",14115,"A36CP7G5OZY030",-5,False,5,False,5,False,5,False,"No"
"(577, 1)",14115,"A2LV5QYHH24OMY",-2,False,0,False,-2,False,-1,False,"Yes"
"(577, 1)",14115,"A2Z2CVOBYA74B0",-5,True,-5,False,0,False,0,True,"Yes"
"(577, 1)",14115,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1247, 4)",3222,"A1S291KFXPM33J",-4,False,-1,False,1,False,1,False,"No"
"(1247, 4)",3222,"A27YM2A9REH5CM",-2,False,2,False,-2,False,1,False,"No"
"(383, 5)",14127,"A5379LUINT3PC",4,False,4,False,4,False,4,False,"No"
"(383, 5)",14127,"AMID7O126S33V",3,False,1,False,-1,False,1,False,"No"
"(383, 5)",14127,"A3R5CALO6EH0ZR",1,False,5,False,5,False,5,False,"No"
"(383, 5)",14127,"AKJ22H1NTVIQX",-3,False,-1,False,1,False,2,False,"No"
"(383, 5)",14127,"A3AH8UT0TCYMUG",3,False,2,False,1,False,3,False,"No"
"(1345, 4)",401,"A2VWJTNC4OKNI7",-2,False,-1,False,-2,False,-1,False,"Unsure"
"(1345, 4)",401,"A2JCM5N9WJ4HWV",0,True,-1,False,0,True,1,False,"Yes"
"(1345, 4)",401,"A3L6PFU6DOR8AY",2,False,-2,False,-1,False,0,True,"Yes"
"(1345, 4)",401,"A1Q1W6RIHG7TTJ",-1,False,3,False,1,False,5,False,"No"
"(1345, 4)",401,"A1JQS9AN8LEAKZ",0,True,1,False,1,False,2,False,"No"
"(1345, 4)",401,"A3C9A382KUWMS0",0,True,5,False,5,False,5,False,"No"
"(481, 5)",9007,"AFDLE79DCTIPP",0,True,0,True,0,True,0,True,"Unsure"
"(481, 5)",9007,"A1UDQV4PUFYPKN",3,False,3,False,2,False,1,False,"No"
"(481, 5)",9007,"A1C4NYHR1COBO0",5,False,5,False,5,False,5,False,"No"
"(481, 5)",9007,"A2Q3ZPCNE2EOAO",-1,False,-2,False,1,False,2,False,"No"
"(481, 5)",9007,"AMID7O126S33V",2,False,2,False,1,False,0,False,"No"
"(559, 6)",10129,"A16ZW54ODSFRQD",-1,False,-1,False,-2,False,-1,False,"Unsure"
"(559, 6)",10129,"A2P3DCVI26JR3G",5,False,4,False,5,False,4,False,"Yes"
"(559, 6)",10129,"A2FXIJIAJT40TB",-2,False,-5,False,-3,False,-4,False,"No"
"(559, 6)",10129,"A5379LUINT3PC",4,False,4,False,4,False,5,False,"No"
"(559, 6)",10129,"AHA7WBB8124CH",-2,False,-3,False,-2,False,-2,False,"Unsure"
"(559, 6)",10129,"A3DSRQ5CBK6G3U",0,False,0,False,0,False,0,True,"Unsure"
"(559, 6)",10129,"A3OTQF9XCTAS1A",-1,False,-2,False,-2,False,-2,False,"No"
"(728, 2)",576,"A1RF70DSVAZVI6",-5,False,-4,False,4,False,-4,False,"Yes"
"(728, 2)",576,"AWGLY2Q18H4V4",-5,False,-3,False,0,False,-2,False,"No"
"(728, 2)",576,"A1B2KIB7DPC2PR",-2,False,2,False,-1,False,-2,False,"No"
"(728, 2)",576,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(728, 2)",576,"AMID7O126S33V",-2,False,-1,False,4,False,0,False,"No"
"(1136, 5)",102,"A3S0NNL81WJSEH",-5,False,-3,False,0,False,-3,False,"No"
"(1136, 5)",102,"A2VWJTNC4OKNI7",-3,False,-2,False,5,False,0,False,"No"
"(1136, 5)",102,"AMID7O126S33V",-3,False,-1,False,2,False,0,False,"No"
"(1136, 5)",102,"A3C9A382KUWMS0",-5,False,5,False,0,False,5,False,"No"
"(1136, 5)",102,"A3P7PPQA3EU1H3",-1,False,0,False,1,False,1,False,"No"
"(1136, 5)",102,"A6QG9LM5WL0AQ",-5,False,-2,False,5,False,2,False,"No"
"(127, 0)",9773,"A14NJ0E25UM25Q",-3,False,-1,False,-2,False,-2,False,"No"
"(127, 0)",9773,"A1JQS9AN8LEAKZ",-3,False,-4,False,-4,False,-2,False,"Yes"
"(127, 0)",9773,"AMID7O126S33V",-1,False,-3,False,-3,False,-2,False,"No"
"(127, 0)",9773,"A20HS06RD1TVTX",-5,False,-1,False,-3,False,-1,False,"No"
"(127, 0)",9773,"A14NJ0E25UM25Q",-1,False,-1,False,1,False,-1,False,"No"
"(1213, 5)",94,"A1U00BDONXG17C",-5,False,1,False,5,False,4,False,"Yes"
"(1213, 5)",94,"A2UV2P8JZV9UW1",-5,False,-4,False,-1,False,-3,False,"Yes"
"(1213, 5)",94,"AM7FYVGVOEP66",-1,False,-1,False,-3,False,-1,False,"No"
"(1213, 5)",94,"AMID7O126S33V",-4,False,-4,False,-2,False,-1,False,"No"
"(1213, 5)",94,"A3QU3KM3IYWHIF",-2,False,-3,False,-5,False,-4,False,"Yes"
"(40, 4)",5724,"A32LCM1ZARQLOG",3,False,3,False,3,False,3,False,"No"
"(40, 4)",5724,"A2B4NV9KGZB6CP",4,False,2,False,2,False,2,False,"No"
"(40, 4)",5724,"A3A7ADA45GULC",2,False,0,True,0,True,3,False,"No"
"(40, 4)",5724,"A3DSRQ5CBK6G3U",2,False,2,False,2,False,3,False,"Yes"
"(40, 4)",5724,"AKJ22H1NTVIQX",0,True,0,True,1,False,3,False,"No"
"(40, 4)",5724,"A6Y7BLDK90Q19",-1,False,1,False,0,False,1,False,"No"
"(349, 6)",6045,"A3S0NNL81WJSEH",-4,False,-4,False,-4,False,-4,False,"Yes"
"(349, 6)",6045,"AP1HCIYDB0OTX",0,True,0,True,0,True,-1,False,"Yes"
"(349, 6)",6045,"A3P7PPQA3EU1H3",0,False,1,False,0,False,-1,False,"No"
"(349, 6)",6045,"A6Y7BLDK90Q19",0,True,0,False,0,False,0,False,"Unsure"
"(349, 6)",6045,"A37XVHGR4ZSTSM",-5,False,3,False,5,False,4,False,"No"
"(278, 2)",10512,"A3GZZNPXIN9KND",5,False,5,False,5,False,5,False,"No"
"(278, 2)",10512,"A32LCM1ZARQLOG",2,False,2,False,2,False,2,False,"No"
"(278, 2)",10512,"AMID7O126S33V",-1,False,1,False,2,False,0,True,"No"
"(278, 2)",10512,"A2FDXVWVI05XA4",0,False,2,False,3,False,3,False,"No"
"(278, 2)",10512,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(278, 2)",10512,"AKJ22H1NTVIQX",-2,False,-1,False,2,False,1,False,"No"
"(463, 2)",13784,"A2HUVJPLKGUKFQ",2,False,0,False,1,False,-1,False,"No"
"(463, 2)",13784,"A2Y05BZ2GQ6ZQA",-5,False,-4,False,4,False,-3,False,"Yes"
"(463, 2)",13784,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(463, 2)",13784,"A17IWKV4G3N25X",-2,False,0,False,0,False,0,False,"Yes"
"(463, 2)",13784,"AMID7O126S33V",-5,False,-2,False,4,False,-1,False,"No"
"(463, 2)",13784,"A1B2KIB7DPC2PR",3,False,4,False,2,False,2,False,"Unsure"
"(525, 3)",12943,"A12AICIWGAEUPU",-3,False,-4,False,0,False,-4,False,"Yes"
"(525, 3)",12943,"A22I2V3ULBS4DG",-5,False,-3,False,-3,False,-1,False,"Yes"
"(525, 3)",12943,"ASX2NOUVA9CRH",-5,False,0,False,-5,False,-1,False,"No"
"(525, 3)",12943,"AMID7O126S33V",-2,False,2,False,3,False,0,False,"No"
"(525, 3)",12943,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(710, 1)",9353,"A1PDWH50JFF6ZN",-2,False,-2,False,0,True,-2,False,"Yes"
"(710, 1)",9353,"A3K6PB2HIE23W0",-3,False,-5,False,-3,False,-5,False,"Yes"
"(710, 1)",9353,"AWCCY9UU171TO",-3,False,-5,False,-4,False,-4,False,"No"
"(710, 1)",9353,"A3QYN6MOKS45C4",-3,False,-2,False,-3,False,-1,False,"No"
"(1038, 5)",13042,"A2HUSOVMMRJNNX",-3,False,-1,False,-2,False,2,False,"No"
"(1038, 5)",13042,"A3P7PPQA3EU1H3",-3,False,-4,False,1,False,-2,False,"Yes"
"(1038, 5)",13042,"A6Y7BLDK90Q19",-2,False,-1,False,0,False,-1,False,"No"
"(1038, 5)",13042,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1038, 5)",13042,"A1B2KIB7DPC2PR",1,False,2,False,1,False,3,False,"Unsure"
"(1038, 5)",13042,"A2LV5QYHH24OMY",-2,False,-2,False,-3,False,-4,False,"Yes"
"(93, 1)",6380,"A18PPSOZZXUQ5C",5,False,-3,False,-1,False,-2,False,"No"
"(93, 1)",6380,"A2Q3ZPCNE2EOAO",5,False,-3,False,-3,False,-3,False,"No"
"(93, 1)",6380,"A3P7PPQA3EU1H3",-1,False,1,False,-1,False,1,False,"No"
"(93, 1)",6380,"A1B2KIB7DPC2PR",-3,False,2,False,2,False,2,False,"Unsure"
"(93, 1)",6380,"A14NJ0E25UM25Q",0,True,0,True,0,True,0,True,"Unsure"
"(1364, 6)",13158,"A32LCM1ZARQLOG",-2,False,2,False,-2,False,2,False,"No"
"(1364, 6)",13158,"A1RF70DSVAZVI6",-4,False,-3,False,4,False,-2,False,"Yes"
"(1364, 6)",13158,"AMID7O126S33V",-3,False,-3,False,2,False,-1,False,"No"
"(1364, 6)",13158,"A3R5CALO6EH0ZR",-5,False,5,False,3,False,5,False,"No"
"(1364, 6)",13158,"A1ZN2AOE60MC2A",-4,False,-2,False,2,False,-3,False,"No"
"(1364, 6)",13158,"A3QU3KM3IYWHIF",-2,False,-5,False,5,False,-3,False,"Unsure"
