"discussion_id","key","resampled"
12448,"(1174, 3)",True
1019,"(734, 5)",True
1792,"(301, 3)",True
12058,"(1039, 2)",True
659,"(507, 5)",True
10301,"(123, 6)",True
3321,"(241, 5)",True
4912,"(518, 0)",True
2960,"(1026, 3)",True
1497,"(747, 4)",True
12819,"(742, 3)",True
13989,"(781, 1)",True
13826,"(1208, 2)",True
7108,"(860, 0)",True
10301,"(190, 6)",True
11746,"(1364, 0)",True
13428,"(798, 1)",True
12674,"(921, 1)",True
472,"(1155, 2)",True
11746,"(1195, 1)",True
9449,"(890, 1)",True
5962,"(181, 3)",True
6741,"(1156, 4)",True
2197,"(1062, 1)",True
10445,"(866, 1)",True
13989,"(858, 0)",True
9437,"(1218, 5)",True
4019,"(624, 0)",True
14079,"(857, 5)",True
2394,"(1110, 0)",True
9014,"(465, 6)",True
4656,"(1082, 4)",True
9341,"(459, 4)",True
6375,"(338, 2)",True
7418,"(829, 5)",True
5524,"(8, 3)",True
3570,"(337, 5)",True
1056,"(568, 6)",True
7480,"(316, 2)",True
312,"(1313, 0)",True
10980,"(1190, 6)",True
3982,"(1059, 6)",True
9014,"(101, 5)",True
14127,"(383, 5)",True
9561,"(68, 2)",True
1568,"(536, 0)",True
4240,"(575, 0)",True
8753,"(670, 6)",True
255,"(1023, 4)",True
8753,"(694, 6)",True
260,"(280, 3)",True
255,"(1083, 3)",True
14419,"(1126, 4)",True
11164,"(182, 6)",True
5036,"(1053, 3)",True
10275,"(179, 2)",True
13079,"(1269, 6)",True
4809,"(1375, 3)",True
3696,"(1361, 3)",True
1217,"(95, 3)",True
13719,"(869, 1)",True
11984,"(1067, 3)",True
8032,"(1248, 1)",True
12023,"(695, 0)",True
13932,"(1121, 4)",True
14079,"(1236, 5)",True
5962,"(497, 4)",True
10881,"(1038, 3)",True
12354,"(248, 0)",True
12116,"(257, 2)",True
3222,"(720, 2)",True
9194,"(1167, 0)",True
11164,"(1342, 5)",True
10309,"(743, 0)",True
10348,"(1233, 0)",True
13754,"(983, 4)",True
13826,"(748, 2)",True
9575,"(184, 2)",True
3457,"(1237, 4)",True
8533,"(1100, 0)",True
3714,"(686, 0)",True
13783,"(1344, 4)",True
11064,"(61, 6)",True
7884,"(601, 6)",True
8926,"(758, 2)",True
49,"(1249, 5)",True
10806,"(120, 4)",True
13578,"(970, 1)",True
13989,"(1379, 1)",True
390,"(626, 2)",True
11164,"(452, 5)",True
13288,"(270, 2)",True
12193,"(287, 5)",True
11746,"(1352, 0)",True
12023,"(1340, 1)",True
6355,"(784, 3)",True
13988,"(890, 5)",True
10273,"(561, 2)",True
8373,"(480, 5)",True
1075,"(891, 4)",True
7046,"(1150, 3)",True
10860,"(228, 0)",True
7675,"(11, 1)",True
2960,"(1427, 3)",True
3714,"(1295, 1)",True
5205,"(1267, 0)",True
312,"(300, 0)",True
9014,"(1037, 6)",True
11686,"(1336, 6)",True
5469,"(1394, 4)",True
2960,"(1404, 2)",True
9465,"(747, 0)",True
13005,"(1002, 6)",True
9524,"(1169, 1)",True
760,"(258, 3)",True
3173,"(367, 5)",True
8580,"(399, 2)",True
3329,"(1083, 1)",True
11999,"(115, 3)",True
9033,"(460, 5)",True
7526,"(1160, 2)",True
13182,"(109, 6)",True
13284,"(792, 6)",True
13481,"(1264, 3)",True
11445,"(1146, 3)",True
8809,"(687, 2)",True
12259,"(174, 2)",True
10275,"(1289, 3)",True
4631,"(42, 1)",True
11964,"(580, 6)",True
472,"(862, 1)",True
8700,"(1241, 4)",True
7665,"(878, 3)",True
3426,"(647, 1)",True
13826,"(450, 1)",True
5009,"(15, 4)",True
9217,"(392, 2)",True
7108,"(988, 6)",True
12107,"(683, 5)",True
260,"(442, 3)",True
2170,"(1399, 6)",True
8104,"(1034, 3)",True
5036,"(656, 4)",True
9754,"(733, 4)",True
4240,"(1063, 0)",True
10365,"(352, 5)",True
12736,"(640, 2)",True
13923,"(758, 4)",True
102,"(254, 3)",True
12141,"(1080, 6)",True
9694,"(492, 4)",True
11082,"(725, 4)",True
13627,"(93, 2)",True
5205,"(1269, 0)",True
13578,"(328, 3)",True
8759,"(384, 0)",True
3696,"(1297, 4)",True
13923,"(1183, 4)",True
12984,"(826, 3)",True
9449,"(754, 0)",True
2609,"(478, 2)",True
13202,"(254, 5)",True
13158,"(863, 5)",True
12305,"(235, 3)",True
102,"(741, 6)",True
13182,"(618, 6)",True
2319,"(1200, 3)",True
7472,"(899, 5)",True
10097,"(364, 3)",True
11809,"(626, 3)",True
7705,"(19, 3)",True
14392,"(962, 5)",True
4040,"(15, 5)",True
5417,"(1233, 4)",True
2394,"(1429, 0)",True
5026,"(711, 3)",True
9510,"(668, 6)",True
6110,"(621, 5)",True
11293,"(904, 3)",True
5480,"(633, 2)",True
9194,"(1079, 0)",True
5447,"(715, 6)",True
3457,"(39, 3)",True
6260,"(825, 2)",True
8753,"(635, 6)",True
260,"(941, 4)",True
6824,"(70, 0)",True
11003,"(435, 4)",True
2365,"(457, 1)",True
11119,"(1164, 4)",True
3680,"(1046, 5)",True
2853,"(819, 2)",True
6627,"(1410, 6)",True
9509,"(162, 0)",True
893,"(1139, 2)",True
8587,"(686, 3)",True
9001,"(371, 0)",True
11164,"(231, 6)",True
761,"(860, 2)",True
14195,"(187, 4)",True
3859,"(80, 5)",True
12811,"(252, 4)",True
13489,"(330, 6)",True
10163,"(795, 4)",True
1018,"(1257, 5)",True
3331,"(279, 4)",True
10968,"(332, 2)",True
4764,"(99, 0)",True
1491,"(886, 3)",True
3321,"(387, 4)",True
13558,"(987, 0)",True
4019,"(491, 4)",True
9414,"(339, 2)",True
14515,"(618, 2)",True
13300,"(922, 4)",True
5026,"(110, 3)",True
1792,"(659, 3)",True
3172,"(591, 5)",True
4019,"(824, 3)",True
6220,"(1389, 6)",True
1217,"(1317, 4)",True
7108,"(1352, 2)",True
10129,"(246, 6)",True
472,"(665, 1)",True
14481,"(1142, 6)",True
5769,"(1251, 4)",True
4240,"(1066, 0)",True
1986,"(538, 2)",True
12736,"(1270, 2)",True
5009,"(924, 0)",True
13586,"(699, 3)",True
9741,"(1327, 6)",True
7854,"(567, 5)",True
274,"(1338, 2)",True
8533,"(556, 0)",True
5769,"(1370, 1)",True
9565,"(718, 1)",True
13284,"(1074, 4)",True
5352,"(787, 1)",True
10968,"(636, 1)",True
9449,"(1393, 1)",True
5026,"(229, 3)",True
8926,"(41, 2)",True
13783,"(361, 1)",True
10418,"(524, 1)",True
10445,"(38, 2)",True
260,"(891, 3)",True
12236,"(1039, 1)",True
8839,"(287, 4)",True
401,"(609, 5)",True
587,"(1140, 4)",True
12001,"(1314, 6)",True
2174,"(933, 2)",True
5769,"(210, 2)",True
10348,"(536, 2)",True
4912,"(622, 0)",True
6811,"(485, 5)",True
9955,"(579, 0)",True
195,"(1204, 1)",True
12984,"(704, 5)",True
3462,"(308, 6)",True
11310,"(8, 6)",True
1961,"(204, 6)",True
11529,"(449, 3)",True
13846,"(381, 0)",True
8926,"(1071, 3)",True
1449,"(1358, 0)",True
12047,"(124, 6)",True
1287,"(35, 2)",True
5026,"(974, 2)",True
56,"(439, 2)",True
13395,"(889, 2)",True
50,"(26, 5)",True
1903,"(651, 1)",True
10421,"(630, 2)",True
5121,"(306, 2)",True
11197,"(513, 1)",True
9533,"(69, 1)",True
12507,"(1127, 2)",True
4240,"(239, 0)",True
1208,"(41, 5)",True
11999,"(577, 2)",True
1854,"(1305, 6)",True
9111,"(1339, 0)",True
13284,"(1252, 4)",True
4942,"(505, 4)",True
13932,"(324, 4)",True
4846,"(695, 6)",True
11201,"(655, 6)",True
11436,"(1138, 1)",True
13245,"(1423, 2)",True
2394,"(666, 1)",True
4912,"(1067, 1)",True
8973,"(840, 0)",True
5344,"(596, 4)",True
7400,"(619, 4)",True
8863,"(882, 6)",True
1110,"(417, 3)",True
9001,"(1186, 0)",True
10860,"(649, 0)",True
10129,"(898, 6)",True
12674,"(139, 0)",True
8292,"(1123, 5)",True
12808,"(1423, 1)",True
13009,"(1010, 1)",True
5447,"(665, 6)",True
1217,"(797, 3)",True
9194,"(1098, 5)",True
11436,"(172, 0)",True
5121,"(887, 1)",True
6032,"(600, 1)",True
8926,"(762, 1)",True
10857,"(705, 2)",True
14,"(538, 0)",True
3397,"(560, 5)",True
3462,"(1106, 5)",True
13754,"(657, 4)",True
12041,"(735, 1)",True
12379,"(1086, 0)",True
3173,"(1290, 4)",True
11524,"(913, 2)",True
9437,"(498, 6)",True
1504,"(286, 6)",True
13147,"(885, 5)",True
12959,"(401, 4)",True
472,"(744, 2)",True
12067,"(410, 6)",True
9985,"(1010, 5)",True
3722,"(684, 0)",True
7108,"(1195, 2)",True
3843,"(78, 1)",True
13005,"(158, 1)",True
7480,"(723, 5)",True
4912,"(877, 0)",True
4656,"(821, 4)",True
9194,"(764, 0)",True
9438,"(566, 2)",True
12107,"(1255, 1)",True
9666,"(552, 5)",True
7444,"(1371, 2)",True
5009,"(435, 5)",True
4,"(194, 6)",True
4631,"(889, 0)",True
12615,"(919, 4)",True
11970,"(416, 4)",True
1769,"(870, 0)",True
1766,"(1222, 3)",True
1680,"(1388, 5)",True
12611,"(553, 3)",True
12609,"(139, 6)",True
13264,"(131, 3)",True
4656,"(1278, 4)",True
10881,"(1300, 2)",True
11117,"(573, 5)",True
3462,"(985, 5)",True
7330,"(221, 1)",True
9364,"(724, 4)",True
1605,"(478, 1)",True
14410,"(307, 6)",True
1286,"(79, 1)",True
13464,"(1005, 5)",True
13825,"(1296, 1)",True
4912,"(138, 5)",True
8973,"(1268, 0)",True
8206,"(605, 5)",True
9985,"(6, 4)",True
3460,"(1048, 0)",True
576,"(218, 5)",True
13288,"(185, 2)",True
2897,"(705, 0)",True
10860,"(563, 2)",True
11942,"(958, 0)",True
11467,"(237, 1)",True
50,"(550, 5)",True
13158,"(378, 6)",True
102,"(253, 4)",True
1465,"(711, 1)",True
1814,"(991, 4)",True
13079,"(1370, 3)",True
11999,"(1393, 2)",True
12547,"(436, 2)",True
7219,"(945, 0)",True
7673,"(48, 6)",True
13586,"(886, 1)",True
5769,"(483, 2)",True
14235,"(587, 0)",True
12528,"(1262, 3)",True
9014,"(780, 4)",True
1824,"(1193, 5)",True
56,"(336, 5)",True
10349,"(749, 3)",True
3909,"(853, 6)",True
12847,"(268, 0)",True
8641,"(1103, 1)",True
9985,"(97, 5)",True
7108,"(891, 1)",True
13688,"(820, 5)",True
9083,"(303, 5)",True
8926,"(294, 0)",True
2073,"(252, 3)",True
13932,"(742, 5)",True
1204,"(801, 5)",True
5769,"(1380, 3)",True
9769,"(896, 4)",True
10301,"(402, 6)",True
8292,"(689, 6)",True
6688,"(503, 2)",True
9513,"(344, 4)",True
10106,"(1199, 0)",True
13998,"(639, 4)",True
8977,"(1172, 5)",True
401,"(1179, 6)",True
9021,"(1156, 5)",True
8934,"(1123, 1)",True
4019,"(219, 5)",True
4942,"(1041, 4)",True
3839,"(952, 6)",True
821,"(76, 1)",True
9565,"(371, 3)",True
401,"(534, 2)",True
3321,"(1037, 5)",True
13395,"(169, 2)",True
4912,"(929, 0)",True
5324,"(1040, 3)",True
6032,"(1348, 1)",True
14079,"(1266, 5)",True
12023,"(1145, 1)",True
13719,"(1073, 3)",True
14057,"(413, 0)",True
11082,"(95, 4)",True
11532,"(676, 3)",True
11168,"(645, 3)",True
4040,"(414, 5)",True
2073,"(234, 5)",True
11361,"(418, 4)",True
9437,"(177, 6)",True
12736,"(1012, 3)",True
13652,"(987, 1)",True
712,"(1173, 2)",True
576,"(859, 3)",True
14,"(1191, 4)",True
3223,"(916, 4)",True
9225,"(1316, 5)",True
1493,"(1123, 3)",True
4337,"(308, 1)",True
8292,"(728, 6)",True
5026,"(1074, 3)",True
11943,"(513, 0)",True
1041,"(1022, 3)",True
9014,"(1127, 4)",True
2853,"(839, 1)",True
9985,"(871, 4)",True
8978,"(520, 2)",True
7046,"(972, 1)",True
13989,"(1321, 0)",True
1041,"(681, 2)",True
1515,"(1121, 2)",True
3327,"(1010, 0)",True
12284,"(780, 3)",True
9001,"(475, 0)",True
9014,"(12, 5)",True
821,"(25, 4)",True
4103,"(491, 5)",True
12141,"(57, 5)",True
12994,"(77, 2)",True
11164,"(335, 6)",True
12197,"(500, 3)",True
9741,"(1300, 6)",True
9194,"(1332, 0)",True
7480,"(1004, 4)",True
8978,"(1133, 2)",True
8926,"(248, 2)",True
4912,"(699, 0)",True
10468,"(1013, 0)",True
3222,"(690, 2)",True
14017,"(910, 1)",True
8869,"(1218, 6)",True
3744,"(725, 0)",True
10418,"(423, 2)",True
9779,"(1113, 3)",True
3680,"(624, 5)",True
8978,"(386, 1)",True
13202,"(37, 6)",True
4779,"(1082, 6)",True
12630,"(578, 1)",True
5812,"(1263, 3)",True
6144,"(1175, 4)",True
12994,"(124, 2)",True
10462,"(885, 6)",True
2170,"(923, 6)",True
7108,"(1112, 1)",True
11746,"(637, 0)",True
5844,"(496, 4)",True
1548,"(1387, 2)",True
6355,"(652, 4)",True
13337,"(103, 0)",True
390,"(620, 3)",True
13688,"(42, 4)",True
12694,"(487, 6)",True
9391,"(1096, 0)",True
1088,"(349, 3)",True
6444,"(585, 3)",True
8978,"(1424, 1)",True
5395,"(563, 6)",True
14409,"(220, 1)",True
10301,"(1189, 5)",True
9779,"(1006, 5)",True
7108,"(808, 3)",True
9979,"(1215, 3)",True
6032,"(634, 3)",True
13451,"(1140, 3)",True
4240,"(1165, 0)",True
11293,"(502, 4)",True
62,"(238, 0)",True
994,"(1095, 0)",True
5769,"(759, 4)",True
2853,"(201, 1)",True
5352,"(402, 0)",True
1846,"(1219, 3)",True
11532,"(982, 4)",True
13202,"(1331, 6)",True
14262,"(306, 0)",True
4103,"(363, 1)",True
11467,"(143, 2)",True
4517,"(417, 5)",True
195,"(283, 3)",True
5469,"(855, 4)",True
6634,"(932, 4)",True
13783,"(120, 5)",True
2365,"(1302, 3)",True
10968,"(113, 1)",True
13713,"(552, 1)",True
8032,"(1067, 0)",True
9002,"(225, 3)",True
2992,"(97, 0)",True
12674,"(866, 0)",True
760,"(843, 5)",True
3447,"(96, 3)",True
118,"(1267, 2)",True
2073,"(707, 3)",True
7480,"(14, 4)",True
4809,"(777, 0)",True
1497,"(105, 3)",True
4019,"(1324, 3)",True
94,"(1213, 5)",True
13327,"(1307, 6)",True
4080,"(1146, 5)",True
13558,"(218, 2)",True
6032,"(610, 2)",True
14235,"(517, 1)",True
3397,"(524, 6)",True
8782,"(1411, 1)",True
5480,"(581, 1)",True
10129,"(1315, 6)",True
5299,"(107, 6)",True
102,"(27, 5)",True
11117,"(1045, 5)",True
1465,"(885, 1)",True
7933,"(322, 4)",True
4167,"(281, 4)",True
10020,"(756, 3)",True
12023,"(33, 0)",True
12180,"(1343, 1)",True
994,"(81, 2)",True
9468,"(902, 0)",True
5480,"(1247, 3)",True
5480,"(793, 1)",True
9437,"(924, 4)",True
11942,"(486, 0)",True
3869,"(79, 4)",True
12609,"(1102, 2)",True
1286,"(833, 0)",True
7480,"(24, 1)",True
1056,"(1360, 6)",True
10071,"(1306, 4)",True
13380,"(572, 5)",True
9994,"(1198, 2)",True
10933,"(278, 5)",True
3859,"(1148, 3)",True
7572,"(9, 1)",True
5223,"(843, 6)",True
6804,"(246, 4)",True
4240,"(355, 0)",True
3462,"(717, 6)",True
6325,"(1050, 1)",True
5344,"(127, 2)",True
11164,"(649, 5)",True
9171,"(351, 3)",True
260,"(276, 4)",True
12959,"(543, 1)",True
5406,"(610, 0)",True
10011,"(474, 3)",True
4240,"(1254, 1)",True
401,"(192, 6)",True
10968,"(833, 1)",True
12023,"(485, 0)",True
7219,"(763, 2)",True
8978,"(288, 2)",True
7412,"(875, 2)",True
14000,"(689, 1)",True
2853,"(1130, 0)",True
10651,"(155, 2)",True
12994,"(1401, 3)",True
13450,"(220, 4)",True
11117,"(1181, 6)",True
12023,"(1131, 1)",True
3434,"(326, 5)",True
7901,"(544, 6)",True
312,"(204, 4)",True
5344,"(992, 5)",True
2853,"(1246, 0)",True
12023,"(888, 1)",True
10136,"(916, 5)",True
10711,"(957, 0)",True
9769,"(954, 4)",True
11436,"(1276, 5)",True
13229,"(948, 1)",True
7705,"(903, 0)",True
6627,"(62, 5)",True
4019,"(1142, 2)",True
13754,"(426, 5)",True
10309,"(142, 0)",True
1018,"(747, 6)",True
6967,"(1422, 5)",True
9533,"(852, 2)",True
13923,"(869, 5)",True
2131,"(1135, 5)",True
10971,"(750, 3)",True
13107,"(776, 5)",True
495,"(999, 4)",True
4631,"(1369, 0)",True
260,"(418, 3)",True
8292,"(86, 6)",True
5026,"(1402, 3)",True
5121,"(227, 2)",True
1217,"(436, 3)",True
13045,"(1377, 2)",True
9581,"(369, 1)",True
9581,"(1405, 0)",True
3719,"(1399, 3)",True
3414,"(297, 5)",True
11164,"(1097, 3)",True
13998,"(727, 6)",True
994,"(344, 1)",True
11117,"(337, 6)",True
5677,"(217, 0)",True
10767,"(141, 0)",True
14518,"(23, 1)",True
14047,"(1213, 6)",True
576,"(771, 4)",True
6590,"(1309, 4)",True
9014,"(658, 4)",True
1217,"(1155, 3)",True
3173,"(274, 5)",True
13691,"(959, 1)",True
14,"(789, 0)",True
1961,"(1192, 6)",True
14127,"(861, 4)",True
14198,"(809, 5)",True
10933,"(22, 6)",True
8978,"(557, 2)",True
8587,"(818, 4)",True
9573,"(997, 2)",True
10317,"(1034, 5)",True
4390,"(1400, 0)",True
5200,"(1282, 5)",True
6032,"(555, 1)",True
12041,"(1306, 0)",True
10933,"(1421, 0)",True
1766,"(1170, 2)",True
13972,"(2, 5)",True
1884,"(492, 3)",True
9491,"(1352, 1)",True
4,"(690, 6)",True
3222,"(1074, 2)",True
12994,"(1216, 1)",True
1986,"(1062, 2)",True
5933,"(1055, 1)",True
1846,"(706, 0)",True
8379,"(755, 6)",True
5480,"(1142, 1)",True
3696,"(215, 5)",True
11293,"(367, 1)",True
3504,"(1147, 6)",True
9437,"(742, 4)",True
5469,"(1254, 4)",True
12603,"(913, 6)",True
13780,"(1020, 2)",True
5009,"(194, 3)",True
10106,"(994, 0)",True
7480,"(1048, 4)",True
13846,"(1145, 2)",True
8627,"(340, 4)",True
4912,"(849, 0)",True
999,"(842, 5)",True
4656,"(30, 6)",True
12609,"(138, 6)",True
14518,"(814, 1)",True
12340,"(152, 6)",True
9633,"(198, 3)",True
9979,"(1092, 4)",True
5205,"(1215, 0)",True
760,"(768, 2)",True
2191,"(984, 3)",True
46,"(645, 5)",True
7108,"(115, 4)",True
8159,"(1331, 1)",True
9437,"(901, 3)",True
12736,"(826, 1)",True
8700,"(258, 5)",True
7444,"(1128, 2)",True
3462,"(538, 5)",True
7469,"(972, 3)",True
11943,"(456, 1)",True
13660,"(421, 1)",True
9979,"(50, 3)",True
10860,"(1319, 0)",True
11057,"(637, 6)",True
10129,"(43, 6)",True
5620,"(802, 2)",True
390,"(1337, 3)",True
5132,"(1257, 2)",True
7807,"(1119, 5)",True
9637,"(490, 6)",True
2170,"(758, 6)",True
4893,"(941, 0)",True
7872,"(1157, 1)",True
5769,"(520, 3)",True
13923,"(285, 5)",True
3457,"(945, 2)",True
12736,"(390, 0)",True
4531,"(395, 5)",True
3172,"(770, 4)",True
5022,"(886, 2)",True
9767,"(471, 3)",True
9767,"(465, 3)",True
11638,"(416, 6)",True
274,"(485, 4)",True
2992,"(296, 0)",True
14,"(328, 1)",True
1680,"(659, 2)",True
4771,"(8, 0)",True
9510,"(1303, 4)",True
8809,"(811, 1)",True
9436,"(701, 4)",True
5009,"(708, 5)",True
12141,"(469, 4)",True
9935,"(1404, 1)",True
13996,"(531, 3)",True
10993,"(760, 2)",True
4057,"(581, 5)",True
9754,"(1122, 5)",True
8809,"(1145, 3)",True
5620,"(67, 1)",True
3462,"(532, 3)",True
4912,"(419, 1)",True
7974,"(769, 4)",True
13988,"(830, 2)",True
2527,"(254, 2)",True
8809,"(111, 3)",True
5769,"(258, 1)",True
11801,"(691, 4)",True
6045,"(806, 6)",True
3739,"(306, 5)",True
4019,"(748, 1)",True
6627,"(311, 5)",True
9694,"(1166, 5)",True
6320,"(676, 0)",True
13932,"(537, 5)",True
2709,"(1245, 1)",True
3426,"(337, 0)",True
4338,"(1395, 1)",True
260,"(731, 4)",True
4829,"(449, 1)",True
12468,"(270, 0)",True
12736,"(503, 1)",True
13053,"(964, 0)",True
12636,"(151, 1)",True
11523,"(1293, 1)",True
4531,"(109, 0)",True
6355,"(1069, 3)",True
1869,"(508, 1)",True
9769,"(1052, 4)",True
13972,"(548, 4)",True
6070,"(1111, 2)",True
10409,"(170, 5)",True
2853,"(146, 1)",True
1497,"(694, 3)",True
10654,"(1002, 2)",True
7480,"(506, 5)",True
11524,"(239, 3)",True
8926,"(271, 2)",True
4057,"(358, 3)",True
13932,"(954, 5)",True
14,"(146, 3)",True
260,"(1154, 5)",True
12736,"(207, 0)",True
13846,"(182, 0)",True
1018,"(316, 5)",True
5469,"(247, 6)",True
3462,"(710, 5)",True
13784,"(347, 1)",True
7282,"(1261, 6)",True
5469,"(1003, 1)",True
9437,"(674, 4)",True
9760,"(133, 1)",True
5769,"(1, 0)",True
11154,"(125, 0)",True
4167,"(874, 5)",True
12284,"(988, 1)",True
6070,"(309, 3)",True
6786,"(82, 6)",True
12959,"(233, 2)",True
9569,"(264, 2)",True
6355,"(15, 3)",True
576,"(927, 3)",True
3371,"(457, 0)",True
8918,"(1041, 0)",True
12609,"(820, 6)",True
228,"(558, 3)",True
999,"(791, 6)",True
8753,"(1167, 6)",True
11524,"(912, 1)",True
11164,"(632, 5)",True
5205,"(585, 0)",True
8476,"(1129, 3)",True
7573,"(767, 3)",True
12644,"(794, 5)",True
9790,"(310, 2)",True
